average_price,total_volume,small_sold,large_sold,x_large_sold,total_bags,small_bags,large_bags,x_large_bags,type,year,region,month,ratio_small_sold,ratio_large_sold,ratio_x_large_sold,ratio_small_bags,ratio_large_bags,ratio_x_large_bags
1.16,862840.73,58398.76,527866.5,51952.74,224622.73,220904.35,3488.37,230.01,conventional,2015,BaltimoreWashington,June,0.06768196953335756,0.6117774481971893,0.06021127444922541,0.98344610983937375,0.01552990652370755,0.001023983636918668
1.09,955046.82,64005.15,593499.63,48344.86,249197.18,244982.26,3668.3,546.62,conventional,2015,BaltimoreWashington,June,0.06701781384916815,0.6214351145632839,0.05062040832720641,0.9830860044242877,0.014720471555898026,0.0021935240198143495
1.26,794310.29,62585.45,462951.05,43720.95,225052.84,221165.85,3626.41,260.58,conventional,2015,BaltimoreWashington,June,0.07879219341348329,0.5828340081053212,0.055042658455299626,0.9827285449941445,0.016113593589843166,0.0011578614160123461
1.19,949177.06,67744.84,617813.87,45832.8,217785.55,211787.29,5730.22,268.04,conventional,2015,BaltimoreWashington,May,0.0713721842371538,0.6508942283118389,0.048286881269549435,0.9724579523297116,0.026311295675952792,0.0012307519943357125
1.18,908661.83,63610.12,560740.03,49808.51,234503.17,228842.95,5548.94,111.28,conventional,2015,BaltimoreWashington,May,0.0700041730596299,0.6171052986786075,0.05481523307741452,0.9758629275672478,0.023662537269752044,4.745351630001419e-4
1.27,790853.86,63515.06,455166.65,44840.98,227331.17,222163.1,5152.19,15.88,conventional,2015,BaltimoreWashington,May,0.08031200606392691,0.5755382543116121,0.05669945140054068,0.9772663379157376,0.022663808047088303,6.985403717404876e-5
1.26,855205.82,79192.07,507104.15,44390.54,224519.06,215572.03,8947.03,0,conventional,2015,BaltimoreWashington,May,0.0926000129419138,0.5929615282552685,0.051906265090665545,0.9601502429236966,0.039849757076303456,0
1.17,896972.05,73038.46,536709.99,77537.43,209686.17,201874.28,7767.45,44.44,conventional,2015,BaltimoreWashington,May,0.08142779922741182,0.5983575407951675,0.08644352965067305,0.9627448486469088,0.03704321558260137,2.1193577048977524e-4
1.29,747841.09,58013.85,431532.87,39942.57,218351.8,212064.73,6184.29,102.78,conventional,2015,BaltimoreWashington,April,0.07757510355575675,0.5770381913622853,0.05341050463006787,0.9712066948841275,0.028322596836847694,4.7070827902494965e-4
1.28,762862.62,67486.78,427623.27,42125.28,225627.29,219885.88,5741.41,0,conventional,2015,BaltimoreWashington,April,0.08846518131927869,0.5605508236856592,0.05522000802713338,0.9745535657499587,0.025446434250041294,0
1.15,837629.62,70796.72,523170.13,42270.76,201392.01,196076.34,5315.67,0,conventional,2015,BaltimoreWashington,April,0.08452031579303511,0.6245840852667077,0.050464738818572344,0.9736053580278582,0.026394641972141794,0
1.29,688065.45,53579.17,401279.47,41867.08,191339.73,184109.06,6357.06,873.61,conventional,2015,BaltimoreWashington,April,0.07786929281218814,0.5831995633554918,0.06084752547886252,0.96221030519903,0.033223941520143255,0.004565753280826726
1.25,663677.32,58098.15,398050.87,43759.68,163768.62,158964.08,4804.54,0,conventional,2015,BaltimoreWashington,March,0.08753975501227013,0.5997656662427459,0.06593517464179732,0.9706626336596107,0.029337366340389266,0
1.1,808897.21,65158.96,524971.24,42381.39,176385.62,171699.95,4685.67,0,conventional,2015,BaltimoreWashington,March,0.0805528306866085,0.6489962303121308,0.05239403656739031,0.9734350793449036,0.026564920655096486,0
1.24,693698.13,53400.14,395837.01,46596.22,197864.76,193130.9,4733.86,0,conventional,2015,BaltimoreWashington,March,0.07697893030214742,0.5706185340300687,0.06717074471571662,0.9760752748493465,0.023924725150653404,0
1.26,657745.9,55284.8,367670.93,42267.91,192522.26,188374.49,4147.77,0,conventional,2015,BaltimoreWashington,March,0.08405191123198183,0.5589862741827809,0.06426176126677491,0.9784556341692643,0.021544365830735625,0
1.16,770115.24,59039.85,498872.67,40241.65,171961.07,168224.2,3736.87,0,conventional,2015,BaltimoreWashington,March,0.07666365620812803,0.6477896347045411,0.05225406265171431,0.978269093115087,0.02173090688491296,0
1.11,749845.79,50501.07,445970.56,62611.61,190762.55,186976.97,3785.58,0,conventional,2015,BaltimoreWashington,February,0.0673486077717393,0.5947497018020198,0.08349931523920405,0.9801555389147398,0.019844461085260185,0
1.25,637319.34,49751.74,361677.37,45900.05,179990.18,174864.87,5125.31,0,conventional,2015,BaltimoreWashington,February,0.07806406753637823,0.5674978732012118,0.07202048819042586,0.9715245020589457,0.028475497941054344,0
1.09,844931.21,71703.52,554857.41,37437.32,180932.96,175771.39,5161.57,0,conventional,2015,BaltimoreWashington,February,0.08486314524942215,0.656689448126789,0.044308127758708314,0.9714724724560966,0.028527527543903555,0
1.06,1007418.76,93166.54,666010.38,83652.48,164589.36,159916.87,4672.49,0,conventional,2015,BaltimoreWashington,February,0.09248044973869654,0.6611057947739627,0.08303645248774204,0.9716112268739608,0.028388773126039255,0
1.2,692934.46,49696.14,386398.73,39488.95,217350.64,209761.81,7588.83,0,conventional,2015,BaltimoreWashington,January,0.07171838444865335,0.5576266621232836,0.05698800143378639,0.9650848509118721,0.034915149088127824,0
1.23,657741.34,49947.16,393359.6,40576.08,173858.5,169390.88,4467.62,0,conventional,2015,BaltimoreWashington,January,0.07593738900461997,0.598046034327111,0.06169002544374055,0.9743031258178346,0.02569687418216538,0
1.17,670231.94,51460.64,420837.82,42526.96,155406.52,151330.87,4075.65,0,conventional,2015,BaltimoreWashington,January,0.07678034562184548,0.6278987838150477,0.06345110917871208,0.9737742663563923,0.026225733643607748,0
1.08,788025.06,53987.31,552906.04,39995.03,141136.68,137146.07,3990.61,0,conventional,2015,BaltimoreWashington,January,0.0685096359752823,0.7016350977467646,0.05075350014884044,0.9717252099170819,0.028274790082918205,0
0.97,62909.69,30482.25,2971.94,5894.4,23561.1,23520.19,5.69,35.22,conventional,2015,Boise,December,0.48453982208464225,0.04724137092393874,0.09369621754613637,0.9982636634113008,2.4149976019795344e-4,0.001494836828501216
1.03,57504.05,25628.22,2546.09,7393.84,21935.9,21900.35,11.43,24.12,conventional,2015,Boise,December,0.44567678276573564,0.044276707466691476,0.12857946527244601,0.9983793689796178,5.2106364452792e-4,0.0010995673758541933
0.99,58461.05,27148.61,2985.73,6458.44,21868.27,21842.87,4.44,20.96,conventional,2015,Boise,December,0.4643879985049875,0.05107212408945785,0.11047423883081127,0.9988384997990238,2.0303389339897487e-4,9.584663075771426e-4
0.71,95295.34,35590.98,12526.5,4086.26,43091.6,42734.53,0,357.07,conventional,2015,Boise,December,0.37348080189440536,0.13144923980543016,0.042879956144760076,0.9917136982613781,0,0.008286301738621913
1.06,49069.13,24189.98,2789.67,6031.49,16057.99,15860.63,0,197.36,conventional,2015,Boise,November,0.49297756043361685,0.05685183332168311,0.1229182176248081,0.9877095452170539,0,0.012290454782946061
1.09,52875.58,25408.86,3255.97,6662.8,17547.95,17530.67,4.32,12.96,conventional,2015,Boise,November,0.4805405444252337,0.06157795337658707,0.12600901966465428,0.999015269589895,2.4618260252622104e-4,7.38547807578663e-4
1.01,68648.22,24424.72,12085.72,6502.37,25635.41,25200.25,8.65,426.51,conventional,2015,Boise,November,0.35579538697434543,0.1760529260627588,0.0947201544337202,0.9830250423145173,3.374238992081656e-4,0.01663753378627453
1.11,55847.79,31910.27,4651.88,6285.73,12999.91,12777.83,119.79,102.29,conventional,2015,Boise,November,0.5713792792875063,0.08329568636467083,0.11255109647131963,0.9829168048086486,0.00921467917854816,0.007868516012803166
1.14,53585.51,30434.99,4359.52,6428.27,12362.73,12331.82,0,30.91,conventional,2015,Boise,November,0.5679705203888141,0.08135632188627112,0.119962840700779,0.9974997431797022,0,0.002500256820297782
1.11,59874.45,29521.58,10089.82,6551.57,13711.48,13660.98,0,50.5,conventional,2015,Boise,October,0.49305805731827185,0.16851628699720833,0.10942179844658281,0.9963169548436784,0,0.0036830451563215644
1.16,54191.14,29614.23,9069.38,6586.27,8921.26,8918,0,3.26,conventional,2015,Boise,October,0.5464773392846137,0.16735909227966048,0.12153776429135833,0.9996345807654973,0,3.654192345027496e-4
0.94,80904.19,26114.19,33415.88,7604.48,13769.64,13543.47,185.46,40.71,conventional,2015,Boise,October,0.32277920340096106,0.41303027692385275,0.0939936485366209,0.9835747339799733,0.01346876171054581,0.002956504309480858
1.12,59496.33,35154.43,10821.85,7551.63,5968.42,5462.15,504.65,1.62,conventional,2015,Boise,October,0.5908672013887243,0.18189105109508436,0.12692598014028764,0.9151752054982725,0.08455336588242784,2.7142861929958014e-4
0.99,64187.8,47007.35,5754.04,3663.3,7763.11,7596.64,160,6.47,conventional,2015,Boise,September,0.7323408809773819,0.08964382639691654,0.05707159304416104,0.9785562744827783,0.02061029664657592,8.334288706459139e-4
1.03,73952.9,34826.9,21592.13,6640.07,10893.8,10601.02,273.41,19.37,conventional,2015,Boise,September,0.4709335266095042,0.2919713763760448,0.0897878244125653,0.9731241623675854,0.02509776202977841,0.001778075602636362
1.08,64208.84,45738.83,4393.9,6593.46,7482.65,7482.65,0,0,conventional,2015,Boise,September,0.7123447487915995,0.06843138732922133,0.10268772960234136,1,0,0
1.16,64464.61,44134.65,5402.17,7991.75,6936.04,6934.43,0,1.61,conventional,2015,Boise,September,0.6846337858865508,0.08380055351300504,0.12397112151923358,0.9997678790779754,0,2.3212092202467115e-4
1.19,60099.83,40926.77,5809.92,7922.58,5440.56,5440.56,0,0,conventional,2015,Boise,August,0.6809797964486755,0.09667115530942433,0.13182366738807746,1,0,0
1.05,70773.76,44059.22,14861.33,4433.12,7420.09,7420.09,0,0,conventional,2015,Boise,August,0.6225360924726905,0.20998361539644073,0.06263790421760834,1,0,0
1.12,64001.61,46189.28,5258.21,6457.21,6096.91,6090.51,0,6.4,conventional,2015,Boise,August,0.7216893450024148,0.08215746447628426,0.10089136820151869,0.9989502879327398,0,0.0010497120672603008
1.1,61286.98,44739.54,5034,3931.19,7582.25,7568.92,13.33,0,conventional,2015,Boise,August,0.7300007277238982,0.08213816376659447,0.06414396663043276,0.9982419466517195,0.0017580533482805237,0
1.07,67763.91,51151.27,5140.89,5435.36,6036.39,5987.5,48.89,0,conventional,2015,Boise,August,0.7548453151537448,0.07586471914032115,0.08021024760820324,0.9919007883851109,0.00809921161488903,0
1.07,67826.07,50978.38,4856.27,5479.57,6511.85,6358.04,153.81,0,conventional,2015,Boise,July,0.7516045084139475,0.07159887046382019,0.0807885522484201,0.9763799841826822,0.02362001581731766,0
1.09,63958.04,45921.6,5300.3,5565.17,7170.97,6354.45,816.52,0,conventional,2015,Boise,July,0.717995735954385,0.08287152014039205,0.08701282903603676,0.8861353484953918,0.11386465150460816,0
1.05,74677.72,51828.75,5802.65,7474.4,9571.92,8335.04,1236.88,0,conventional,2015,Boise,July,0.6940323030751341,0.07770255974606616,0.10008875471827473,0.8707803659036014,0.12921963409639864,0
1.15,85044.45,61949.73,8022.13,8434.98,6637.61,6557.06,80.55,0,conventional,2015,Boise,July,0.7284394219728625,0.09432867165347063,0.09918319184849805,0.9878646078935039,0.012135392106496164,0
1.04,75280.41,59111.33,6573.26,3974.75,5621.07,5619.44,0,1.63,conventional,2015,Boise,June,0.7852153036892333,0.08731700584521258,0.05279926079042343,0.9997100196225985,0,2.899803774014556e-4
1.06,81397.07,52790.21,15444.74,5875.85,7286.27,7021.56,0,264.71,conventional,2015,Boise,June,0.6485517230534219,0.18974565054982936,0.07218748782972163,0.9636700259529224,0,0.03632997404707758
0.99,87607.71,58791.25,17880.43,3135.99,7800.04,7800.04,0,0,conventional,2015,Boise,June,0.67107392716919545,0.20409653442602255,0.03579582208004295,1,0,0
1.12,80751.29,61245.49,7237.55,6655.69,5612.56,5603.8,8.76,0,conventional,2015,Boise,June,0.7584459641449691,0.08962767034433754,0.08242208886074762,0.9984392149037159,0.0015607850962840485,0
0.97,76689.38,57373.57,7421.36,4028.3,7866.15,7860.31,5.84,0,conventional,2015,Boise,May,0.7481292716149224,0.09677167816456463,0.052527481640873876,0.9992575783579007,7.424216420993751e-4,0
1.03,83209.77,54825.95,14839.33,6037.23,7507.26,7469.51,0,37.75,conventional,2015,Boise,May,0.6588883733244305,0.17833639006573385,0.07255434067417804,0.9949715342215402,0,0.005028465778459784
0.96,77987.53,61319.66,7393.99,2919.87,6354.01,6345.82,0,8.19,conventional,2015,Boise,May,0.7862751904054405,0.09480990101879108,0.037440216403827636,0.9987110501872045,0,0.0012889498127953841
1.06,95788.53,62505.3,15896.54,7891.16,9495.53,9453.06,0,42.47,conventional,2015,Boise,May,0.6525342856811771,0.16595452503551314,0.08238105334741018,0.9955273691937152,0,0.004472630806284641
1,85466.99,66880.12,7942.34,4289.72,6354.81,6349.93,0,4.88,conventional,2015,Boise,May,0.782525744734897,0.09292874360030697,0.0501915417870689,0.9992320777489807,0,7.679222510193066e-4
0.96,88111.17,69544.59,7985.48,3401.65,7179.45,7174.6,0,4.85,conventional,2015,Boise,April,0.7892823350319829,0.09062959894869174,0.038606342419468496,0.9993244607873863,0,6.755392126137796e-4
0.99,89694.96,56843.62,21630.9,3260.22,7960.22,7953.8,0,6.42,conventional,2015,Boise,April,0.6337437465828626,0.24116070735747025,0.036347861685873985,0.9991934896271711,0,8.065103728288916e-4
1.19,66246.3,44469.15,8506.36,7523.01,5747.78,5747.78,0,0,conventional,2015,Boise,April,0.6712699426232106,0.12840505809381053,0.11356121021098536,1,0,0
1.09,76704.46,57339.81,9060.49,3790.38,6513.78,6510.61,0,3.17,conventional,2015,Boise,April,0.7475420594838943,0.11812207530044536,0.0494153794968376,0.9995133394127527,0,4.8666058724734334e-4
0.98,74543.98,59532.94,7119.52,3101.98,4789.54,4789.54,0,0,conventional,2015,Boise,March,0.7986284070155633,0.09550764528537382,0.041612749949761205,1,0,0
1.17,61419.11,44227.33,6589.77,7290.24,3311.77,3311.77,0,0,conventional,2015,Boise,March,0.7200907014119873,0.10729185102161201,0.11869660761935495,1,0,0
1,65918.28,51472.29,7018.29,2981.8,4445.9,4445.9,0,0,conventional,2015,Boise,March,0.7808500161108572,0.10646955594108341,0.04523479678171215,1,0,0
1.14,65350.24,45879.84,7206.22,7403.75,4860.43,4860.43,0,0,conventional,2015,Boise,March,0.7020607728449046,0.1102707503446047,0.11329338652773119,1,0,0
1.06,75046.37,40578,23738.56,3491.83,7237.98,6478.75,759.23,0,conventional,2015,Boise,March,0.5407056996894054,0.31631856410909687,0.04652896602460586,0.8951047115355389,0.10489528846446108,0
0.99,76836.1,50872,16374.74,2122.09,7467.27,7235.2,232.07,0,conventional,2015,Boise,February,0.6620846190787923,0.2131125864014441,0.0276183981227574,0.9689217076655858,0.031078292334414045,0
1.14,61221.98,41547.87,7840.31,6492.94,5340.86,3647.52,1693.34,0,conventional,2015,Boise,February,0.6786430298399366,0.12806364642241233,0.10605570091003262,0.6829461921862772,0.3170538078137229,0
1.07,69970.75,54229.34,9647.24,3047,3047.17,1373.42,1673.75,0,conventional,2015,Boise,February,0.7750287084245917,0.1378753264757059,0.043546767756526834,0.450719848252641,0.549280151747359,0
0.91,113578.24,67496.3,36532.33,2904.77,6644.84,4867.26,1777.58,0,conventional,2015,Boise,February,0.5942714026912197,0.3216490236157912,0.025575057334926127,0.7324871629715689,0.2675128370284311,0
1.03,66069.21,51922.06,7555.95,2061.16,4530.04,2009.53,2520.51,0,conventional,2015,Boise,January,0.7858737829618364,0.1143641644875124,0.031196982679223797,0.44360093950605295,0.5563990604939472,0
1.08,62870.49,50354.95,6342.37,2257.23,3915.94,1119.18,2796.76,0,conventional,2015,Boise,January,0.8009314067696943,0.10087991997517437,0.03590285362814891,0.2858011103336619,0.7141988896663382,0
1.18,57355.52,38112.34,10997.54,3321.89,4923.75,3295.11,1628.64,0,conventional,2015,Boise,January,0.6644929729518623,0.19174335791916805,0.05791752912361356,0.6692277227722773,0.3307722772277228,0
1.01,80034.32,44562.12,24964.23,2752.35,7755.62,6064.3,1691.32,0,conventional,2015,Boise,January,0.5567876381032537,0.311919061722521,0.03438962185222539,0.7819233020699828,0.2180766979300172,0
1.13,450816.39,3886.27,346964.7,13952.56,86012.86,85913.6,99.26,0,conventional,2015,Boston,December,0.008620516215038234,0.769636392323713,0.03094954023299818,0.9988459865187601,0.0011540134812398984,0
1.07,489802.88,4912.37,390100.99,5887.72,88901.8,88768.47,133.33,0,conventional,2015,Boston,December,0.010029279533840226,0.7964448677802792,0.012020590814002564,0.9985002553379122,0.0014997446620878317,0
1.01,549945.76,4641.02,455362.38,219.4,89722.96,89523.38,199.58,0,conventional,2015,Boston,December,0.00843905042562743,0.8280132571619426,3.989484344783384e-4,0.9977755972384326,0.0022244027615673846,0
1.02,488679.31,5126.32,407520.22,142.99,75889.78,75666.22,223.56,0,conventional,2015,Boston,December,0.010490151506516615,0.833921575276023,2.9260498055463e-4,0.9970541487931577,0.0029458512068423442,0
1.19,350559.81,3609.25,272719.08,105.86,74125.62,73864.52,261.1,0,conventional,2015,Boston,November,0.010295675365638747,0.7779530688358144,3.0197414814892785e-4,0.9964776011317006,0.003522398868299517,0
1.07,466759.99,4457.62,383420.46,233.74,78648.17,78161.82,486.35,0,conventional,2015,Boston,November,0.009550133035181528,0.8214509988313267,5.007712850452328e-4,0.9938161307504041,0.006183869249596018,0
1.05,513738.98,5310.32,420936.8,139.71,87352.15,85604.19,1747.96,0,conventional,2015,Boston,November,0.010336611015967681,0.81935927851922,2.7194743914506935e-4,0.9799895022618219,0.02001049773817817,0
1.04,641759.57,5304.09,542880.92,231.74,93342.82,88265.25,5077.57,0,conventional,2015,Boston,November,0.008264917654441834,0.8459257101534148,3.611009649610679e-4,0.9456029933528899,0.05439700664711008,0
1.06,553096.84,4886.14,449532.49,170.29,98507.92,93443.08,5064.84,0,conventional,2015,Boston,November,0.008834149188051772,0.8127554841933287,3.0788460118484856e-4,0.9485844386928483,0.051415561307151754,0
